cluster,cRL,nir_SA,nir_CT,nir_press,ca_SA,csd_SA,cs_SA,ca_CT,csd_CT,cs_CT,ca_press,csd_press,cs_press,nzca_pcs_press,nzcsd_pcs_press,trd_CT,trdsd_CT,trdR2_CT,trd_CT-fit,trdsd_CT-fit,trdR2_CT-fit,trd_press,trdsd_press,trdR2_press,trd_press-fit,trdsd_press-fit,trdR2_press-fit,nztrd_pcs_press,nztrdsd_pcs_press,nztrdR2_pcs_press,percnztrd_pcs_press,percnztrdsd_pcs_press,SA_min,ca_iT,ca_cp,ca_rho,ca_FH,ca_FH_cumul
16,-7.133032709294965,0.9873817034700315,53.281550355202675,2578.8849368318756,34.411376953125,0.0030767773278057575,0.01194000244140625,-0.7408871054649353,0.11352051049470901,0.9119707345962524,238.61990356445312,30.38861656188965,202.4591522216797,0.6455742450776042,0.3748858969209021,0.016613034591389724,7.368269794042219e-05,0.6085131265571453,0.013763141348907078,6.398203785013233e-05,0.585892504229512,3.349264873440985,0.02551038999512823,0.3451419822131625,2.5343858700032222,0.014266184534417244,0.4910874351713439,-0.009657470812341905,0.000739671705015846,0.018002097496052773,-1.495950448144192,0.11457577662921331,34.405299303055486,-0.3541059837940894,3981.0601094371136,1028.8751070699136,0.0011532439740260072,0.024281188473838172
17,-6.897337580137599,1.1397476340694006,56.051560105864326,463.4234508348794,34.42346954345703,0.0036152994725853205,0.013782501220703125,-0.7237710356712341,0.10842953622341156,0.9593824148178101,239.57945251464844,29.40614128112793,190.57101440429688,0.7041292841416027,0.4651776416918557,0.01627486860458724,7.717476237619404e-05,0.5666942605540668,0.013895498431392884,6.67421616648516e-05,0.5603871072991099,3.186053551643125,0.026691672448104303,0.2952834145546334,2.63660484528866,0.015073766011718292,0.47361190110250667,-0.0205010281965966,0.0009100707590004302,0.04853995852014463,-2.9115431865029175,0.12924767929654976,34.417245840073335,-0.39248207229075244,3981.236121605693,1028.8520817844565,0.0012699699520194333,0.025551158425857607
18,-7.085494127700372,0.899971256108077,34.07359757456085,489.1466419294991,34.43674087524414,0.0029800303746014833,0.011943817138671875,-0.6964831948280334,0.09741875529289246,0.9297949075698853,239.16822814941406,28.464101791381836,201.14901733398438,0.7423819439504321,0.4469169620185115,0.014488428622366186,7.215021114421914e-05,0.5179792667441443,0.012273008986799328,6.0854652971649214e-05,0.5201331721492863,3.326886782882159,0.025040378241976014,0.31991608488602546,2.6128385470042614,0.014618332412377538,0.459853987110753,-0.022918532364508425,0.0008892212472222751,0.06123403646392138,-3.0871618782310613,0.11977948203999521,34.43103030586316,-0.4293079276501143,3981.2874603134437,1028.846303418452,0.001182628996734323,0.02673378742259193
19,-6.920999583818784,1.0706066945606694,32.598028972292056,2562.491156462585,34.45132827758789,0.004294003825634718,0.01561737060546875,-0.6682447195053101,0.09815261512994766,0.9205186367034912,238.6984100341797,29.551815032958984,201.17213439941406,1.0104074608307843,0.6210552954966242,0.013650054163187262,5.961840596715694e-05,0.5421849381197547,0.011120971930055547,4.9120340019958916e-05,0.5366099993357766,3.378077753656603,0.021118095515873573,0.3663138511594675,2.514306264038418,0.012488855760949647,0.4779902354564464,-0.02834251604446014,0.0011099219432681674,0.05673071009420392,-2.8050580724291323,0.10984894572686149,34.44297684288101,-0.47543749422934134,3981.6085793891307,1028.803590935851,0.0014585669106458939,0.028192354333237822
20,-6.932930201123602,1.1963398692810459,37.501785414998416,139.3739753676319,34.46759796142578,0.004629004281014204,0.0174560546875,-0.628850519657135,0.09409712255001068,0.9602586627006531,241.55728149414062,29.434661865234375,206.5174560546875,1.17794186572678,0.7388125588925365,0.013405267077696707,5.2238988848255046e-05,0.5507773071913631,0.011010133360863223,4.52241894304774e-05,0.5246157347468055,3.5162152155693924,0.019084563192250464,0.38726708876210353,2.539301374896735,0.011362657478976215,0.4818300156668342,-0.028454353793711754,0.0012739519861634278,0.03967232684097897,-2.415599158295954,0.10815066712799196,34.45859923744281,-0.5184154539508589,3981.6843690980786,1028.7947331801388,0.0016834802754092408,0.029875834608647064
21,-6.942075048014825,0.8815686274509804,33.07045987821002,310.39598568538975,34.4821891784668,0.003165622940286994,0.0128631591796875,-0.6032448410987854,0.08714324980974197,0.8467915654182434,243.03903198242188,28.299205780029297,213.0799102783203,0.8926038874770497,0.5114446556264138,0.012474241466607548,5.6070185076315625e-05,0.5120542727879049,0.010593248808583073,4.551117956315892e-05,0.5345998556534943,3.3813503251788726,0.020905964407770976,0.3567689682730873,2.5451603759700583,0.012328998149340147,0.47466730801518775,-0.038013584294123035,0.000868465153034677,0.14133329689911622,-4.258729412614218,0.0972956946769971,34.47605956077659,-0.55911435624562,3981.937569620729,1028.7613388517295,0.0012274196209424533,0.031103254229589518
22,-7.101955110532544,1.0039082855653987,23.926323051801326,325.9502767343128,34.496829986572266,0.003405041992664337,0.014698028564453125,-0.563676655292511,0.08211153000593185,0.9467211961746216,243.7255096435547,28.848907470703125,223.75758361816406,1.1141150527972288,0.7250820453107928,0.010881941944823408,4.668643236186688e-05,0.4788719626705398,0.008545488398327087,3.7932124116005344e-05,0.46191031234259317,3.5992844229420333,0.01723849377631234,0.4244127393334657,2.4549623036594617,0.010817963363768463,0.4655402207800493,-0.054964556610071026,0.0011328764624714694,0.15759336619726003,-4.933472218337821,0.10168397416650427,34.48892506218043,-0.6246344564595258,3982.176381712978,1028.7309324532396,0.0012359054708969799,0.032339159700486494
23,-7.565221178566453,1.1552212775234358,24.608801753855012,256.0423491742501,34.51432800292969,0.005123470444232225,0.020214080810546875,-0.5233025550842285,0.07990637421607971,0.9935582280158997,248.23960876464844,28.77935218811035,231.83522033691406,1.589415509513255,0.8495211305820879,0.009836132286976938,4.5976315226941746e-05,0.40518380480975996,0.008002588338086447,3.736735844742979e-05,0.4056809997305822,3.2784028762070307,0.01734998543019787,0.34699948715659823,2.496665976239476,0.010246011183708261,0.4691271942873653,-0.04928445584790692,0.0013545638865406636,0.0930494590822878,-3.1007911746752663,0.08522402596634326,34.50362849235624,-0.6642791196932327,3982.36663030436,1028.706262031897,0.001651188214078769,0.03399034791456526
24,-8.284133192292419,1.0168883259446908,25.065674309321516,256.8642736771149,34.53358840942383,0.0043037994764745235,0.018375396728515625,-0.4804811477661133,0.07002139836549759,1.0733474493026733,247.3341522216797,27.97246742248535,232.57943725585938,1.5835763133064906,0.8625197242339414,0.00737934005190934,4.122502018979783e-05,0.28761168782413293,0.005567947982299889,3.2176881250421837e-05,0.27393814728953847,3.476069799153254,0.015115249507909002,0.39989724273235544,2.314017032703233,0.009460927464120047,0.4298016536289429,-0.07838516022549442,0.00125496721450834,0.22578931021940193,-4.949882084421119,0.0792489256099052,34.523845708847986,-0.6926237012870974,3982.4332611358186,1028.698213086643,0.0011446341297802172,0.03513498204434548
25,-9.402286749096568,1.1975922533368228,29.832032550698038,288.27577803820895,34.551658630371094,0.0044740112498402596,0.0174560546875,-0.43477097153663635,0.06463737040758133,1.0947132110595703,253.78822326660156,27.875701904296875,236.46302795410156,1.5807420907503413,0.7924666391166136,0.006231146839023609,4.598556065841157e-05,0.21435363560141413,0.0054689892077616105,3.6579543110216085e-05,0.24933984814342838,3.2986923087910958,0.018409686913688685,0.32299380974653524,2.3658576097813415,0.010851240867875492,0.41395889880791653,-0.017691817370092473,0.0014231891534289812,0.012483905882542983,-1.119209608804342,0.09003297639486696,34.542224996567754,-0.7200115207046325,3982.494328408737,1028.690881688184,0.0011222876220555044,0.036257269666400985
26,-8.498227114226374,0.9947687224669604,29.134222900812954,292.06190821660437,34.56623458862305,0.0030680580530315638,0.013782501220703125,-0.39807507395744324,0.06167560815811157,1.0691064596176147,252.96795654296875,27.646289825439453,239.56866455078125,1.25552091400131,0.6837059544340657,0.005790977644696147,4.557962657970239e-05,0.20855483700044364,0.004694130534363192,3.606109955440299e-05,0.21667608001260638,3.557508440228174,0.017911837707105412,0.3917071424649248,2.3154991108622904,0.011011072428665242,0.4192406554746552,-0.05183575898616804,0.0011736966532777675,0.14160258215776622,-4.128625688995409,0.09348284366982221,34.55968531990153,-0.7372421612527053,3982.597501938105,1028.6774486534625,0.000765104546477187,0.03702237421287817
